Accepted Symbol,Scientific Name,Common Name,Active Growth Period,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Shape and Orientation,Anaerobic Tolerance,Drought Tolerance,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Minimum","Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End,Berry/Nut/Seed Product,Palatable Human,Protein Potential
SYMO2,Symphyotrichum molle,soft aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNO2,Symphyotrichum novae-angliae,New England aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNO3,Symphyotrichum novi-belgii,New York aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNOC,Symphyotrichum novi-belgii var. crenifolium,Newfoundland aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNOE,Symphyotrichum novi-belgii var. elodes,New York aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNON,Symphyotrichum novi-belgii var. novi-belgii,New York aster,"Spring, Summer, Fall",Moderate,,6,Short,None,Erect,Medium,Low,High,5.5,7,2700,11000,40,60,10,None,Intolerant,-33,Summer,Fall,Fall,No,No,
SYNOV,Symphyotrichum novi-belgii var. villicaule,hairy New York aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOB,Symphyotrichum oblongifolium,aromatic aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYON2,Symphyotrichum ontarionis,bottomland aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOO,Symphyotrichum oolentangiense,skyblue aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOOO,Symphyotrichum oolentangiense var. oolentangiense,skyblue aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOOP,Symphyotrichum oolentangiense var. poaceum,skyblue aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPA10,Symphyotrichum parviceps,smallhead aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPA11,Symphyotrichum patens,late purple aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPAG,Symphyotrichum patens var. gracile,late purple aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPAP2,Symphyotrichum patens var. patens,late purple aster,"Spring, Summer, Fall",Moderate,,2.5,Long,None,Semi-Erect,None,Medium,Medium,4.9,6.9,1700,4800,30,55,10,None,Tolerant,-38,Late Summer,Summer,Fall,No,No,Low
SYPAP,Symphyotrichum patens var. patentissimum,late purple aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPH3,Symphyotrichum phlogifolium,thinleaf late purple aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPI2,Symphyotrichum pilosum,hairy white oldfield aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPIP3,Symphyotrichum pilosum var. pilosum,hairy white oldfield aster,"Spring, Summer, Fall",Moderate,,3,Short,None,Erect,Medium,Medium,Medium,5.4,7,2700,11000,28,50,10,None,Tolerant,-33,Late Summer,Fall,Fall,No,No,
SYPIP2,Symphyotrichum pilosum var. pringlei,Pringle's aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPO4,Symphyotrichum porteri,smooth white aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPO5,Symphyotrichum potosinum,Santa Rita Mountain aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPR5,Symphyotrichum praealtum,willowleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPRA,Symphyotrichum praealtum var. angustior,willowleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPRN,Symphyotrichum praealtum var. nebraskense,Nebraska aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPRP,Symphyotrichum praealtum var. praealtum,willowleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPRS,Symphyotrichum praealtum var. subasperum,willowleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPR7,Symphyotrichum pratense,barrens silky aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPR6,Symphyotrichum prenanthoides,crookedstem aster,"Spring, Summer, Fall",Moderate,,4,Short,None,Erect,Medium,Medium,Medium,5.5,7.2,2700,11000,30,50,10,None,Intolerant,-38,Summer,Summer,Fall,No,No,
SYPR4,Symphyotrichum priceae,lavender oldfield aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPU,Symphyotrichum puniceum,purplestem aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPUP,Symphyotrichum puniceum var. puniceum,purplestem aster,"Spring, Summer, Fall",Slow,,8.1,Moderate,None,Erect,High,Low,High,4.5,7.5,2700,11000,17,25,10,None,Intolerant,-35,Fall,Fall,Fall,No,No,
SYPUS,Symphyotrichum puniceum var. scabricaule,purplestem aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPY2,Symphyotrichum pygmaeum,pygmy aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRA5,Symphyotrichum racemosum,smooth white oldfield aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRE3,Symphyotrichum retroflexum,rigid whitetop aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRH,Symphyotrichum rhiannon,Rhiannon aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRO3,Symphyotrichum robynsianum,longleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSA8,Symphyotrichum ×salignum,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSC2,Symphyotrichum ×schistosum,aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSE2,Symphyotrichum sericeum,western silver aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSH,Symphyotrichum shortii,Short's aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSI3,Symphyotrichum simmondsii,Simmonds' aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSP,Symphyotrichum spathulatum,western mountain aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSPI,Symphyotrichum spathulatum var. intermedium,larger western mountain aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSPS,Symphyotrichum spathulatum var. spathulatum,western mountain aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSPY,Symphyotrichum spathulatum var. yosemitanum,western bog aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSQ,Symphyotrichum squamatum,southeastern annual saltmarsh aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSU4,Symphyotrichum subspicatum,Douglas aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSUG,Symphyotrichum subspicatum var. grayi,Gray's aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSUS,Symphyotrichum subspicatum var. subspicatum,Douglas aster,Spring and Summer,Rapid,,0.3,Short,None,Erect,Medium,None,High,6,7.5,,,19,64,6,High,Intermediate,-8,Late Summer,Summer,Fall,No,No,Low
SYSU5,Symphyotrichum subulatum,eastern annual saltmarsh aster,"Spring, Summer, Fall",Moderate,,3,,None,Erect,Medium,Low,Medium,5.6,7,2700,11000,16,50,6,None,Intolerant,-3,Late Summer,Summer,Fall,No,No,
SYTA,Symphyotrichum ×tardiflorum,aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTE6,Symphyotrichum tenuifolium,perennial saltmarsh aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTR,Symphyotrichum tradescantii,shore aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTU2,Symphyotrichum turbinellum,smooth violet prairie aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYUN,Symphyotrichum undulatum,wavyleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYUR,Symphyotrichum urophyllum,white arrowleaf aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVA3,Symphyotrichum vahlii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVAV,Symphyotrichum vahlii var. vahlii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVE2,Symphyotrichum ×versicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYWA,Symphyotrichum walteri,Walter's aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYWE,Symphyotrichum welshii,Welsh's aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYWO3,Symphyotrichum ×woldenii,aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYYU,Symphyotrichum yukonense,Yukon aster,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMPH3,Symphysia,symphysia,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRA,Symphysia racemosa,leatherleaf eelvine,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMPH2,Symphytum,comfrey,,,,,,,,,,,,,,,,,,,,,,,,,,
SYAS,Symphytum asperum,prickly comfrey,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOF,Symphytum officinale,common comfrey,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTU,Symphytum tuberosum,tuberous comfrey,,,,,,,,,,,,,,,,,,,,,,,,,,
SYUP,Symphytum ×uplandicum,comfrey,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMPL,Symplocarpus,skunk cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,
SYFO,Symplocarpus foetidus,skunk cabbage,Spring,Moderate,,2,Moderate,None,Erect,Medium,Low,High,4,7,1700,4800,40,60,12,None,Tolerant,-33,Summer,Spring,Fall,No,No,
SYMPL2,Symplocos,sweetleaf,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLA2,Symplocos lanata,nispero cimarron,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLA8,Symplocos latifolia,broad-leaf sweetleaf,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMA,Symplocos martinicensis,Martinique sweetleaf,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMI3,Symplocos micrantha,aceitunilla,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPA12,Symplocos paniculata,sapphire-berry,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTI,Symplocos tinctoria,common sweetleaf,Spring and Summer,Moderate,40,20,Short,None,Erect,None,None,,4.5,6.5,320,1280,40,100,,None,Tolerant,-22,Late Spring,Fall,Fall,No,No,
SYNAL,Synalissa,synalissa lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSY2,Synalissa symphorea,synalissa lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNAN,Synandra,synandra,,,,,,,,,,,,,,,,,,,,,,,,,,
SYHI,Synandra hispidula,Guyandotte beauty,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNCA,Syncarpia,turpentine tree,,,,,,,,,,,,,,,,,,,,,,,,,,
SYGL,Syncarpia glomulifera,turpentine tree,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNED,Synedrella,synedrella,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNO,Synedrella nodiflora,nodeweed,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNEL2,Synelcosciadium,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCA5,Synelcosciadium carmelii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGO2,Syngonanthus,syngonanthus,,,,,,,,,,,,,,,,,,,,,,,,,,
SYFL,Syngonanthus flavidulus,yellow hatpins,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGO,Syngonium,syngonium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYAN,Syngonium angustatum,fivefingers,,,,,,,,,,,,,,,,,,,,,,,,,,
SYAU,Syngonium auritum,arrowhead vine,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPO,Syngonium podophyllum,American evergreen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNSE,Synsepalum,synsepalum,,,,,,,,,,,,,,,,,,,,,,,,,,
SYDU,Synsepalum dulcificum,miraculous berry,,,,,,,,,,,,,,,,,,,,,,,,,,
SYST2,Synsepalum stipulatum,synsepalum,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNTH,Synthlipsis,synthlipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
SYGR,Synthlipsis greggii,Gregg's keelpod,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNTH2,Synthyris,kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYBO,Synthyris borealis,northern kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCA2,Synthyris canbyi,Mission Mountain kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLA,Synthyris laciniata,western kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMI,Synthyris missurica,tailed kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMIH,Synthyris missurica ssp. hirsuta,western mountain kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMIM2,Synthyris missurica ssp. missurica,tailed kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMIS,Synthyris missurica ssp. stellata,western mountain kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPI,Synthyris pinnatifida,featherleaf kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPIC,Synthyris pinnatifida var. canescens,hairy kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPIL,Synthyris pinnatifida var. lanuginosa,featherleaf kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPIP,Synthyris pinnatifida var. pinnatifida,featherleaf kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPL,Synthyris platycarpa,Idaho kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRA2,Synthyris ranunculina,Charleston Mountain kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRE,Synthyris reniformis,snowqueen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYREC,Synthyris reniformis var. cordata,snowqueen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRER,Synthyris reniformis var. reniformis,snowqueen,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSC,Synthyris schizantha,fringepetal kittentails,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNTR,Syntrichopappus,Fremont's-gold,,,,,,,,,,,,,,,,,,,,,,,,,,
SYFR,Syntrichopappus fremontii,yellowray Fremont's-gold,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLE,Syntrichopappus lemmonii,pinkray Fremont's-gold,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRIN,Syringa,lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCH3,Syringa ×chinensis,Chinese lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYEM,Syringa emodi,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYJO2,Syringa ×josiflexa,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYJO4,Syringa josikaea,Hungarian lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYKO,Syringa komarowii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYME3,Syringa meyeri,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOB3,Syringa oblata,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYOBD,Syringa oblata ssp. dilatata,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPE4,Syringa pekinensis,Peking tree lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPE,Syringa ×persica,Persian lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPR3,Syringa ×prestoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPU2,Syringa pubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPUM,Syringa pubescens ssp. microphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPUP2,Syringa pubescens ssp. patula,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRE2,Syringa reticulata,Japanese tree lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYREA,Syringa reticulata ssp. amurensis,Amur lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRER2,Syringa reticulata ssp. reticulata,Japanese tree lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSW,Syringa sweginzowii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVI3,Syringa villosa,villous lilac,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVU,Syringa vulgaris,common lilac,Spring and Summer,Moderate,20,20,Moderate,None,Erect,None,Medium,Medium,5.8,7.8,700,1200,30,50,14,Medium,Intermediate,-38,Late Spring,Summer,Summer,No,No,Low
SYWO2,Syringa wolfii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRIN2,Syringodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYIS2,Syringodium isoetifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRRH,Syrrhopodon,syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYGA,Syrrhopodon gaudichaudii,Gaudichaud's syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYIN,Syrrhopodon incompletus,incomplete syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLI,Syrrhopodon ligulatus,ligulate syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPA8,Syrrhopodon parasiticus,parasite syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPR2,Syrrhopodon prolifer,syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTE5,Syrrhopodon texanus,Texan syrrhopodon moss,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSTE,Systenotheca,spineflower,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVO,Systenotheca vortriedei,Vortriede's spineflower,,,,,,,,,,,,,,,,,,,,,,,,,,
SYZYG,Syzygium,syzygium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYAQ,Syzygium aqueum,watery roseapple,,,,,,,,,,,,,,,,,,,,,,,,,,
SYAR2,Syzygium aromaticum,clove,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCA4,Syzygium carolinense,Pohnpei syzygium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCU,Syzygium cumini,Java plum,Year Round,Rapid,60,60,Long,None,Erect,None,Medium,Medium,5,7,200,400,35,200,36,Low,Intermediate,49,Spring,Spring,Summer,Yes,Yes,
SYGR2,Syzygium grande,sea apple,,,,,,,,,,,,,,,,,,,,,,,,,,
SYJA,Syzygium jambos,Malabar plum,,,,,,,,,,,,,,,,,,,,,,,,,,
SYJA2,Syzygium javanicum,Java plum,,,,,,,,,,,,,,,,,,,,,,,,,,
SYMA2,Syzygium malaccense,Malaysian apple,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPA7,Syzygium paniculatum,brush cherry,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSA3,Syzygium samarangense,syzygium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYSA,Syzygium sandwicense,ohi'a ha,,,,,,,,,,,,,,,,,,,,,,,,,,
SYST4,Syzygium stelechanthoides,Kosrae syzygium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYST3,Syzygium stelechanthum,syzygium,,,,,,,,,,,,,,,,,,,,,,,,,,
SYTH2,Syzygium thompsonii,atoto,,,,,,,,,,,,,,,,,,,,,,,,,,
SYZYG2,Syzygospora,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYBA2,Syzygospora bachmannii,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYPH2,Syzygospora physciacearum,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZCZA,Szczawinskia,szczawinskia lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTS,Szczawinskia tsugae,tsuga szczawinskia lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
TABEB,Tabebuia,trumpet-tree,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAU2,Tabebuia aurea,Caribbean trumpet-tree,,,,,,,,,,,,,,,,,,,,,,,,,,
TACA17,Tabebuia capitata,arawnig,,,,,,,,,,,,,,,,,,,,,,,,,,
TACH3,Tabebuia chrysantha,roble amarillo,,,,,,,,,,,,,,,,,,,,,,,,,,
TADO2,Tabebuia donnell-smithii,primavera,,,,,,,,,,,,,,,,,,,,,,,,,,
TAHA,Tabebuia haemantha,roble cimarron,,,,,,,,,,,,,,,,,,,,,,,,,,
TAHE,Tabebuia heterophylla,white cedar,"Spring, Summer, Fall",Rapid,25,60,Moderate,None,Erect,Low,Low,High,4.5,8,300,1200,33,130,30,None,Intolerant,32,Spring,Spring,Summer,No,No,
TARI,Tabebuia rigida,roble de sierra,,,,,,,,,,,,,,,,,,,,,,,,,,
TARO,Tabebuia rosea,pink trumpet-tree,,,,,,,,,,,,,,,,,,,,,,,,,,
TASC2,Tabebuia schumanniana,roble colorado,,,,,,,,,,,,,,,,,,,,,,,,,,
TASE4,Tabebuia serratifolia,yellow poui,,,,,,,,,,,,,,,,,,,,,,,,,,
TABER,Tabernaemontana,milkwood,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAL4,Tabernaemontana alba,white milkwood,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAM4,Tabernaemontana amygdalifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACI,Tabernaemontana citrifolia,milkwood,,,,,,,,,,,,,,,,,,,,,,,,,,
TADI5,Tabernaemontana divaricata,pinwheelflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TARO3,Tabernaemontana rotensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACCA,Tacca,tacca,,,,,,,,,,,,,,,,,,,,,,,,,,
TALE2,Tacca leontopetaloides,batflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TAENI2,Taeniatherum,medusahead,,,,,,,,,,,,,,,,,,,,,,,,,,
TACA8,Taeniatherum caput-medusae,medusahead,,,,,,,,,,,,,,,,,,,,,,,,,,
TACAC,Taeniatherum caput-medusae ssp. crinitum,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACR2,Taeniatherum crinitum,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAENI,Taenidia,taenidia,,,,,,,,,,,,,,,,,,,,,,,,,,
TAIN,Taenidia integerrima,yellow pimpernel,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMO,Taenidia montana,mountain pimpernel,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGET,Tagetes,marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAER,Tagetes erecta,Aztec marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TALE,Tagetes lemmonii,Lemmon's marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TALU3,Tagetes lucida,sweetscented marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMI,Tagetes micrantha,licorice marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMI2,Tagetes minima,miniature marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMI3,Tagetes minuta,muster John Henry,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPA,Tagetes patula,French marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPU5,Tagetes pusilla,lesser marigold,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKAK,Takakia,Takakia,,,,,,,,,,,,,,,,,,,,,,,,,,
TACE2,Takakia ceratophylla,horn-leaved Takakia,,,,,,,,,,,,,,,,,,,,,,,,,,
TALE3,Takakia lepidozioides,Takakia,,,,,,,,,,,,,,,,,,,,,,,,,,
TALIN,Talinopsis,talinopsis,,,,,,,,,,,,,,,,,,,,,,,,,,
TAFR,Talinopsis frutescens,arroyo fameflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TALIN2,Talinum,fameflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TACA16,Talinum caffrum,flameflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGO,Talinum gooddingii,Goodding's fameflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPA2,Talinum paniculatum,jewels of Opar,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPO4,Talinum portulacifolium,flameflower,,,,,,,,,,,,,,,,,,,,,,,,,,
TATR2,Talinum triangulare,Ceylon spinach,,,,,,,,,,,,,,,,,,,,,,,,,,
TALIS2,Talisia,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPE6,Talisia pedicellaris,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMAR,Tamarindus,tamarind,,,,,,,,,,,,,,,,,,,,,,,,,,
TAIN2,Tamarindus indica,tamarind,Year Round,Moderate,40,50,Moderate,None,Rounded,Low,High,Low,4.5,8,170,300,39,80,60,Low,Intolerant,26,Spring,Winter,Spring,Yes,Yes,
TAMAR2,Tamarix,tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAF,Tamarix africana,African tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAP,Tamarix aphylla,Athel tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAR6,Tamarix aralensis,Russian tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TACA9,Tamarix canariensis,Canary Island tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TACH2,Tamarix chinensis,five-stamen tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TADI6,Tamarix dioica,tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAGA,Tamarix gallica,French tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPA4,Tamarix parviflora,smallflower tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TARA,Tamarix ramosissima,saltcedar,,,,,,,,,,,,,,,,,,,,,,,,,,
TAST3,Tamarix stricta,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATE7,Tamarix tetragyna,four-stamen tamarisk,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMAU2,Tamaulipa,boneset,,,,,,,,,,,,,,,,,,,,,,,,,,
TAAZ,Tamaulipa azurea,blue boneset,,,,,,,,,,,,,,,,,,,,,,,,,,
TAMON,Tamonea,tamonea,,,,,,,,,,,,,,,,,,,,,,,,,,
TABO,Tamonea boxiana,crow broom,,,,,,,,,,,,,,,,,,,,,,,,,,
TANAC,Tanacetum,tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TABA,Tanacetum balsamita,costmary,,,,,,,,,,,,,,,,,,,,,,,,,,
TABI,Tanacetum bipinnatum,Lake Huron tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TABIB,Tanacetum bipinnatum ssp. bipinnatum,Lake Huron tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TABIH,Tanacetum bipinnatum ssp. huronense,Lake Huron tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TACA2,Tanacetum camphoratum,camphor tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TACO6,Tanacetum coccineum,pyrethum daisy,,,,,,,,,,,,,,,,,,,,,,,,,,
TACO5,Tanacetum corymbosum,corymbflower tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPA6,Tanacetum parthenium,feverfew,,,,,,,,,,,,,,,,,,,,,,,,,,
TAVU,Tanacetum vulgare,common tansy,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPEL,Tapellaria,tapellaria lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
TABI2,Tapellaria bilimbioides,tapellaria lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
TAEP,Tapellaria epiphylla,tapellaria lichen,,,,,,,,,,,,,,,,,,,,,,,,,,
